iid,s_attr,s_sinc,s_intel,s_fun,s_amb,o_attr,o_sinc,o_intel,o_fun,o_amb
213.0,8.0,10.0,9.0,9.0,9.0,7.1,7.3,7.1,6.95,6.75
214.0,8.0,10.0,9.0,10.0,8.0,5.7,7.45,7.7,6.631578947368421,7.421052631578948
215.0,7.0,8.0,9.0,9.0,9.0,6.9,7.526315789473684,8.0,7.631578947368421,8.3
216.0,5.0,10.0,9.0,9.0,10.0,3.6,6.55,7.05,6.15,7.0
217.0,7.0,10.0,10.0,7.0,10.0,7.8,7.7894736842105265,9.15,6.833333333333333,8.842105263157896
218.0,7.0,6.0,10.0,3.0,10.0,5.4,7.473684210526316,8.055555555555555,5.277777777777778,8.25
219.0,7.0,7.0,9.0,6.0,6.0,7.4,7.7894736842105265,8.0,7.764705882352941,7.764705882352941
220.0,10.0,10.0,10.0,10.0,10.0,5.25,8.15,8.35,7.055555555555555,7.7894736842105265
221.0,7.0,9.0,9.0,7.0,9.0,6.05,7.75,8.2,6.0588235294117645,7.25
222.0,4.0,9.0,9.0,7.0,4.0,3.2,7.444444444444445,8.157894736842104,4.157894736842105,5.833333333333333
223.0,7.0,8.0,9.0,7.0,6.0,5.35,7.85,7.65,5.526315789473684,7.222222222222222
224.0,8.0,10.0,8.0,8.0,8.0,5.95,8.05,8.35,6.0,7.647058823529412
225.0,5.0,9.0,6.0,7.0,7.0,6.1,7.95,7.95,7.2105263157894735,7.65
226.0,10.0,10.0,10.0,10.0,10.0,8.6,7.75,7.9,7.888888888888889,8.0
227.0,7.0,10.0,10.0,8.0,10.0,6.95,7.3,7.2,6.888888888888889,7.473684210526316
228.0,5.0,8.0,7.0,4.0,8.0,5.55,8.05,8.31578947368421,5.3,7.4375
229.0,8.0,7.0,10.0,5.0,10.0,7.3,7.2105263157894735,8.25,7.2631578947368425,8.277777777777779
230.0,6.0,6.0,6.0,6.0,6.0,5.7,7.0,6.666666666666667,6.45,6.947368421052632
231.0,8.0,8.0,9.0,8.0,3.0,5.95,7.0,7.3,7.052631578947368,7.588235294117647
232.0,8.0,8.0,8.0,8.0,6.0,5.0,7.7894736842105265,7.473684210526316,5.473684210526316,6.882352941176471
233.0,7.0,8.0,7.0,8.0,8.0,5.578947368421052,7.444444444444445,7.578947368421052,6.882352941176471,7.823529411764706
234.0,7.0,7.0,8.0,8.0,10.0,5.888888888888889,7.888888888888889,7.111111111111111,6.75,7.285714285714286
235.0,6.0,9.0,8.0,9.0,9.0,7.888888888888889,7.555555555555555,7.0,7.444444444444445,5.857142857142857
236.0,7.0,9.0,8.0,10.0,8.0,5.555555555555555,6.888888888888889,7.25,4.111111111111111,5.857142857142857
237.0,8.0,10.0,8.0,7.0,8.0,5.333333333333333,7.666666666666667,7.444444444444445,5.888888888888889,6.166666666666667
238.0,10.0,9.0,9.0,10.0,8.0,6.666666666666667,7.555555555555555,7.111111111111111,6.75,7.125
239.0,7.0,9.0,9.0,7.0,4.0,5.777777777777778,7.555555555555555,7.222222222222222,5.333333333333333,5.5
240.0,3.0,8.0,3.0,5.0,6.0,6.777777777777778,7.111111111111111,7.0,8.0,7.333333333333333
241.0,8.0,10.0,8.0,8.0,8.0,6.666666666666667,7.666666666666667,6.888888888888889,7.444444444444445,7.142857142857143
242.0,7.0,9.0,8.0,7.0,4.0,8.0,7.333333333333333,7.444444444444445,7.111111111111111,5.888888888888889
243.0,7.0,9.0,9.0,8.0,5.0,5.666666666666667,6.555555555555555,7.444444444444445,5.666666666666667,5.444444444444445
244.0,7.0,10.0,10.0,7.0,10.0,6.333333333333333,7.222222222222222,7.0,6.666666666666667,7.777777777777778
245.0,5.0,7.0,8.0,6.0,7.0,4.777777777777778,6.333333333333333,8.555555555555555,5.777777777777778,7.333333333333333
246.0,7.0,8.0,7.0,6.0,6.0,4.111111111111111,7.444444444444445,6.444444444444445,5.444444444444445,5.75
247.0,5.0,10.0,8.0,2.0,4.0,4.0,7.666666666666667,7.555555555555555,4.666666666666667,6.333333333333333
248.0,5.0,6.0,8.0,8.0,8.0,7.0,6.0,6.666666666666667,7.666666666666667,7.666666666666667
249.0,7.0,9.0,10.0,7.0,7.0,4.222222222222222,6.777777777777778,7.375,5.555555555555555,7.888888888888889
250.0,10.0,9.0,10.0,9.0,10.0,6.777777777777778,6.666666666666667,8.0,6.888888888888889,8.444444444444445
251.0,8.0,10.0,10.0,9.0,9.0,4.777777777777778,7.333333333333333,7.555555555555555,5.555555555555555,5.857142857142857
252.0,9.0,9.0,9.0,9.0,10.0,6.833333333333333,7.761904761904762,7.25,7.142857142857143,6.894736842105263
253.0,8.0,10.0,8.0,9.0,7.0,3.857142857142857,6.25,6.842105263157895,4.65,5.833333333333333
254.0,8.0,7.0,10.0,8.0,8.0,5.809523809523809,7.1,7.9,6.25,6.75
255.0,6.0,8.0,7.0,6.0,6.0,5.714285714285714,6.2,6.05,5.0,5.55
256.0,6.0,9.0,8.0,6.0,6.0,6.571428571428571,7.2,7.55,6.333333333333333,6.894736842105263
257.0,7.0,9.0,9.0,7.0,10.0,6.857142857142857,7.0,6.7,6.45,6.5
258.0,6.0,10.0,9.0,8.0,5.0,6.904761904761905,7.25,7.190476190476191,6.9,6.555555555555555
259.0,7.0,9.0,8.0,8.0,9.0,6.55,6.052631578947368,7.4,5.842105263157895,6.833333333333333
260.0,6.0,9.0,9.0,7.0,6.0,5.619047619047619,6.85,7.55,6.0,6.833333333333333
261.0,5.0,8.0,7.0,7.0,8.0,5.285714285714286,6.35,7.190476190476191,5.55,5.842105263157895
262.0,6.0,10.0,9.0,5.0,3.0,5.380952380952381,7.45,7.6,5.904761904761905,6.055555555555555
263.0,8.0,8.0,8.0,8.0,5.0,5.857142857142857,7.142857142857143,7.55,7.285714285714286,6.421052631578948
264.0,8.0,7.0,9.0,8.0,5.0,6.095238095238095,6.9,7.15,6.3,6.277777777777778
265.0,7.0,9.0,10.0,7.0,10.0,5.0,6.476190476190476,6.95,3.85,5.45
266.0,8.0,8.0,7.0,7.0,4.0,7.357142857142857,7.875,7.775,7.075,6.25
267.0,7.0,6.0,7.0,5.0,7.0,5.9523809523809526,6.6,6.0,5.55,5.388888888888889
268.0,9.0,9.0,9.0,8.0,9.0,8.5,8.175,8.225,7.525,7.7631578947368425
269.0,8.0,8.0,8.0,6.0,7.0,7.476190476190476,7.7368421052631575,8.0,7.142857142857143,7.166666666666667
270.0,5.0,4.0,8.0,7.0,6.0,6.142857142857143,7.0,7.65,6.238095238095238,6.473684210526316
271.0,9.0,10.0,9.0,10.0,10.0,6.523809523809524,6.05,6.15,6.190476190476191,5.722222222222222
272.0,9.0,10.0,9.0,10.0,10.0,7.571428571428571,7.0,6.5,6.714285714285714,6.526315789473684
273.0,7.0,10.0,7.0,5.0,7.0,5.857142857142857,6.761904761904762,7.476190476190476,5.571428571428571,6.35
274.0,7.0,7.0,9.0,10.0,9.0,5.619047619047619,6.238095238095238,6.238095238095238,5.857142857142857,6.095238095238095
275.0,10.0,7.0,10.0,6.0,10.0,6.285714285714286,6.476190476190476,7.285714285714286,5.238095238095238,6.7
276.0,7.0,6.0,10.0,7.0,8.0,5.809523809523809,6.476190476190476,7.428571428571429,6.238095238095238,6.142857142857143
277.0,4.0,8.0,8.0,8.0,5.0,6.523809523809524,6.380952380952381,7.190476190476191,6.333333333333333,6.45
278.0,8.0,8.0,8.0,8.0,8.0,4.476190476190476,6.190476190476191,7.0,5.142857142857143,6.523809523809524
279.0,8.0,9.0,10.0,6.0,7.0,7.023809523809524,6.380952380952381,7.380952380952381,6.428571428571429,6.904761904761905
280.0,5.0,9.0,8.0,5.0,6.0,4.857142857142857,7.142857142857143,7.9523809523809526,5.428571428571429,6.105263157894737
281.0,7.0,8.0,8.0,6.0,5.0,5.523809523809524,5.904761904761905,7.619047619047619,4.619047619047619,5.95
282.0,7.0,9.0,7.0,9.0,10.0,6.476190476190476,7.0476190476190474,6.857142857142857,7.142857142857143,6.3
283.0,9.0,9.0,9.0,9.0,9.0,5.1,7.2,7.1,5.7,6.2
284.0,7.0,6.0,8.0,7.0,7.0,5.809523809523809,6.761904761904762,7.0476190476190474,5.9523809523809526,6.1
285.0,8.0,10.0,10.0,10.0,8.0,4.571428571428571,6.714285714285714,7.0,4.619047619047619,6.142857142857143
286.0,3.0,6.0,7.0,6.0,7.0,4.809523809523809,6.714285714285714,6.904761904761905,5.0476190476190474,6.1
287.0,7.0,10.0,7.0,5.0,10.0,4.35,4.85,6.15,4.2,6.05
288.0,5.0,8.0,8.0,7.0,7.0,6.0,6.809523809523809,7.095238095238095,6.142857142857143,6.55
289.0,4.0,9.0,8.0,10.0,8.0,6.095238095238095,7.0476190476190474,7.190476190476191,7.380952380952381,6.65
290.0,5.0,4.0,10.0,5.0,9.0,6.571428571428571,6.333333333333333,7.523809523809524,5.380952380952381,6.380952380952381
291.0,6.0,9.0,9.0,7.0,9.0,5.095238095238095,7.095238095238095,8.142857142857142,6.095238095238095,7.857142857142857
292.0,8.0,10.0,10.0,8.0,10.0,7.333333333333333,6.9523809523809526,7.380952380952381,6.619047619047619,7.0476190476190474
293.0,7.0,10.0,9.0,9.0,9.0,5.619047619047619,6.571428571428571,6.761904761904762,5.380952380952381,6.904761904761905
294.0,9.0,10.0,9.0,7.0,7.0,7.857142857142857,7.642857142857143,8.285714285714286,7.071428571428571,6.928571428571429
295.0,7.0,10.0,8.0,8.0,8.0,5.571428571428571,6.928571428571429,6.785714285714286,5.857142857142857,5.6923076923076925
296.0,8.0,9.0,10.0,6.0,9.0,5.214285714285714,7.428571428571429,7.785714285714286,5.928571428571429,7.071428571428571
297.0,8.0,10.0,8.0,9.0,9.0,7.214285714285714,7.357142857142857,6.571428571428571,6.571428571428571,6.0
298.0,7.0,10.0,10.0,9.0,10.0,5.785714285714286,7.214285714285714,7.071428571428571,5.928571428571429,5.571428571428571
299.0,6.0,9.0,8.0,9.0,9.0,5.785714285714286,7.714285714285714,7.428571428571429,6.785714285714286,6.071428571428571
300.0,8.0,9.0,9.0,9.0,10.0,5.642857142857143,6.785714285714286,7.142857142857143,5.714285714285714,5.769230769230769
301.0,9.0,9.0,9.0,8.0,8.0,6.142857142857143,7.5,8.071428571428571,6.5,7.0
302.0,8.0,8.0,8.0,8.0,10.0,5.071428571428571,5.642857142857143,5.714285714285714,6.285714285714286,5.857142857142857
303.0,8.0,10.0,8.0,9.0,6.0,7.214285714285714,7.142857142857143,7.642857142857143,6.857142857142857,6.285714285714286
304.0,6.0,10.0,8.0,10.0,8.0,6.428571428571429,7.357142857142857,6.571428571428571,7.142857142857143,6.0
305.0,7.0,9.0,9.0,8.0,5.0,6.571428571428571,7.214285714285714,7.214285714285714,5.928571428571429,6.214285714285714
306.0,6.0,9.0,8.0,8.0,8.0,6.928571428571429,7.571428571428571,6.642857142857143,6.071428571428571,5.384615384615385
307.0,5.0,8.0,8.0,7.0,8.0,7.214285714285714,7.928571428571429,7.857142857142857,7.142857142857143,6.3076923076923075
308.0,7.0,10.0,8.0,8.0,7.0,5.071428571428571,8.142857142857142,8.428571428571429,5.846153846153846,7.714285714285714
309.0,7.0,8.0,9.0,9.0,7.0,6.642857142857143,8.285714285714286,8.384615384615385,7.214285714285714,7.0
310.0,7.0,6.0,7.0,8.0,4.0,6.071428571428571,6.923076923076923,7.538461538461538,4.923076923076923,5.785714285714286
311.0,9.0,9.0,9.0,10.0,3.0,7.392857142857143,7.928571428571429,7.916666666666667,7.142857142857143,7.5
312.0,8.0,7.0,9.0,7.0,9.0,6.785714285714286,7.857142857142857,7.892857142857143,6.928571428571429,7.357142857142857
313.0,7.0,8.0,8.0,8.0,6.0,7.0,8.214285714285714,8.25,7.769230769230769,7.166666666666667
314.0,8.0,8.0,9.0,8.0,7.0,5.571428571428571,7.714285714285714,8.285714285714286,5.857142857142857,7.571428571428571
315.0,6.0,10.0,8.0,6.0,7.0,6.392857142857143,7.428571428571429,8.142857142857142,6.3076923076923075,7.230769230769231
316.0,6.0,8.0,8.0,7.0,9.0,7.538461538461538,7.571428571428571,8.0,8.142857142857142,8.428571428571429
317.0,7.0,3.0,8.0,8.0,5.0,7.928571428571429,7.714285714285714,7.916666666666667,8.615384615384615,7.615384615384615
318.0,6.0,10.0,10.0,6.0,10.0,5.071428571428571,7.571428571428571,7.571428571428571,6.0,7.538461538461538
319.0,5.0,10.0,9.0,6.0,3.0,4.428571428571429,7.714285714285714,7.538461538461538,6.357142857142857,6.833333333333333
320.0,8.0,8.0,9.0,9.0,7.0,5.5,7.071428571428571,7.642857142857143,5.642857142857143,7.076923076923077
321.0,6.0,8.0,7.0,7.0,8.0,6.071428571428571,6.571428571428571,7.5,5.846153846153846,6.916666666666667
322.0,5.0,9.0,7.0,8.0,7.0,6.444444444444445,6.777777777777778,6.888888888888889,6.111111111111111,6.222222222222222
323.0,7.0,9.0,8.0,6.0,3.0,7.777777777777778,7.888888888888889,7.333333333333333,5.777777777777778,6.555555555555555
324.0,9.0,9.0,9.0,9.0,8.0,7.111111111111111,7.333333333333333,7.0,7.666666666666667,6.75
325.0,7.0,9.0,8.0,7.0,8.0,6.222222222222222,7.777777777777778,7.333333333333333,8.11111111111111,7.0
326.0,8.0,9.0,9.0,6.0,8.0,4.888888888888889,8.222222222222221,7.111111111111111,6.666666666666667,6.555555555555555
327.0,7.0,7.0,8.0,9.0,10.0,8.333333333333334,7.555555555555555,7.888888888888889,8.11111111111111,7.444444444444445
328.0,7.0,10.0,10.0,8.0,10.0,7.333333333333333,7.777777777777778,7.555555555555555,7.0,6.888888888888889
329.0,8.0,9.0,8.0,5.0,8.0,5.0,6.888888888888889,6.777777777777778,4.777777777777778,5.875
330.0,8.0,10.0,7.0,9.0,9.0,7.555555555555555,7.222222222222222,7.888888888888889,7.444444444444445,7.333333333333333
331.0,7.0,9.0,7.0,9.0,4.0,4.444444444444445,6.777777777777778,6.0,4.666666666666667,5.666666666666667
332.0,5.0,10.0,6.0,6.0,10.0,5.1,8.444444444444445,8.3,7.1,6.5
333.0,7.0,4.0,9.0,7.0,9.0,7.8,7.666666666666667,7.9,8.1,6.428571428571429
334.0,8.0,7.0,8.0,8.0,9.0,7.3,7.222222222222222,7.9,8.0,6.777777777777778
335.0,8.0,7.0,8.0,9.0,8.0,6.222222222222222,7.75,8.666666666666666,6.333333333333333,8.125
336.0,5.0,9.0,7.0,7.0,9.0,6.1,7.777777777777778,8.0,7.4,6.5
337.0,6.0,6.0,6.0,6.0,6.0,5.9,8.333333333333334,8.2,7.2,6.666666666666667
338.0,7.0,9.0,9.0,7.0,10.0,4.8,7.555555555555555,8.0,5.8,7.375
339.0,,,,,,7.0,7.333333333333333,7.7,7.8,7.3
340.0,,,,,,7.777777777777778,6.375,7.777777777777778,6.888888888888889,7.142857142857143
341.0,7.0,9.0,7.0,9.0,9.0,7.0625,7.625,7.4375,7.1875,6.5625
342.0,10.0,10.0,10.0,10.0,10.0,5.9375,6.75,6.75,6.1875,6.4375
343.0,4.0,8.0,10.0,6.0,7.0,5.25,7.75,7.8125,5.8125,7.25
344.0,7.0,7.0,8.0,8.0,9.0,6.888888888888889,7.277777777777778,7.555555555555555,7.166666666666667,7.444444444444445
345.0,7.0,9.0,9.0,7.0,7.0,6.0,7.625,7.5625,7.0,6.625
346.0,,,,,,8.277777777777779,7.888888888888889,7.888888888888889,7.444444444444445,7.555555555555555
347.0,8.0,6.0,10.0,10.0,10.0,3.2,6.466666666666667,5.866666666666666,4.2,4.6
348.0,6.0,10.0,10.0,10.0,10.0,4.705882352941177,7.470588235294118,7.176470588235294,6.588235294117647,6.294117647058823
349.0,7.0,8.0,9.0,8.0,7.0,8.176470588235293,8.117647058823529,7.529411764705882,7.705882352941177,7.352941176470588
350.0,7.0,10.0,8.0,6.0,8.0,7.666666666666667,7.777777777777778,7.611111111111111,7.277777777777778,7.111111111111111
351.0,8.0,10.0,8.0,7.0,9.0,6.882352941176471,7.411764705882353,7.0588235294117645,5.529411764705882,6.117647058823529
352.0,9.0,10.0,9.0,9.0,8.0,5.888888888888889,7.944444444444445,7.0,5.277777777777778,5.5
353.0,6.0,6.0,6.0,6.0,6.0,4.9375,7.8125,6.75,4.8125,5.3125
354.0,7.0,7.0,8.0,10.0,8.0,6.833333333333333,7.166666666666667,7.0,7.833333333333333,7.166666666666667
355.0,6.0,10.0,8.0,8.0,8.0,7.235294117647059,7.411764705882353,6.764705882352941,7.0588235294117645,6.705882352941177
356.0,7.0,10.0,9.0,8.0,6.0,7.98888888888889,7.666666666666667,7.888888888888889,5.555555555555555,6.888888888888889
357.0,6.0,10.0,7.0,7.0,6.0,7.588235294117647,7.9411764705882355,7.9411764705882355,6.9411764705882355,6.882352941176471
358.0,8.0,7.0,8.0,8.0,7.0,7.411764705882353,7.588235294117647,8.411764705882353,6.588235294117647,8.529411764705882
359.0,7.0,10.0,9.0,2.0,8.0,6.21875,6.8125,7.46875,5.3125,6.625
360.0,8.0,10.0,8.0,8.0,8.0,6.0625,7.875,7.6,5.933333333333334,6.533333333333333
361.0,7.0,7.0,7.0,5.0,9.0,4.166666666666667,6.611111111111111,6.888888888888889,4.777777777777778,6.75
362.0,7.0,7.0,8.0,9.0,8.0,5.526315789473684,6.947368421052632,7.684210526315789,6.833333333333333,6.7368421052631575
363.0,5.0,7.0,8.0,8.0,3.0,5.105263157894737,7.631578947368421,7.2105263157894735,5.842105263157895,6.631578947368421
364.0,8.0,8.0,9.0,8.0,9.0,6.4,7.85,7.7368421052631575,7.4,6.894736842105263
365.0,8.0,2.0,9.0,9.0,9.0,7.0,7.411764705882353,7.647058823529412,7.352941176470588,7.5
366.0,6.0,8.0,8.0,9.0,10.0,7.526315789473684,8.263157894736842,8.421052631578947,7.421052631578948,7.5625
367.0,7.0,7.0,7.0,8.0,5.0,6.555555555555555,8.055555555555555,7.611111111111111,7.0,7.0588235294117645
368.0,6.0,8.0,8.0,8.0,7.0,6.352941176470588,7.882352941176471,7.470588235294118,7.529411764705882,7.0
369.0,6.0,9.0,10.0,9.0,7.0,6.4,7.0,7.0,8.0,7.0
370.0,8.0,6.0,9.0,9.0,9.0,7.9411764705882355,7.823529411764706,8.1875,7.647058823529412,7.588235294117647
371.0,10.0,8.0,10.0,10.0,10.0,7.3,7.3,7.2631578947368425,6.944444444444445,7.0
372.0,7.0,8.0,9.0,8.0,8.0,6.647058823529412,6.9411764705882355,7.411764705882353,6.882352941176471,6.3125
373.0,9.0,8.0,9.0,9.0,9.0,8.529411764705882,8.117647058823529,8.0625,7.5625,8.125
374.0,6.0,7.0,7.0,6.0,7.0,5.647058823529412,7.470588235294118,7.411764705882353,5.647058823529412,7.133333333333334
375.0,8.0,9.0,8.0,9.0,9.0,8.31578947368421,7.0,6.894736842105263,6.7368421052631575,6.647058823529412
376.0,6.0,10.0,9.0,8.0,10.0,6.421052631578948,7.368421052631579,8.526315789473685,6.611111111111111,8.157894736842104
377.0,7.0,8.0,7.0,8.0,7.0,5.555555555555555,6.611111111111111,6.9411764705882355,5.0,6.0
378.0,6.0,7.0,9.0,7.0,7.0,6.555555555555555,7.0,7.055555555555555,6.411764705882353,6.3125
